UID,Chargeability,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement
710,Yes,2020-04-01 00:00:00,2020-11-15 00:00:00,G,Cloud Security Enablement Phase 1,Oracle,Boston,Yes
711,No,2020-04-01 00:00:00,2020-04-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Java,Boston,Yes
712,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,E,Application Security F/P Analysis,ML,Denver,No
713,Yes,2020-02-01 00:00:00,2020-05-15 00:00:00,F,Chevron Cloud Security,ML,Boston,Yes
714,No,2020-09-01 00:00:00,2020-09-15 00:00:00,F,iDefense- Odin,Oracle,DC,Yes
715,Yes,2020-07-01 00:00:00,2020-07-15 00:00:00,C,iDefense- Odin,Cloud,DC,No
716,No,2020-07-01 00:00:00,2020-03-15 00:00:00,A,iDefense- Odin,Java,Boston,Yes
717,Yes,2020-12-01 00:00:00,2020-03-15 00:00:00,G,Application Security F/P Analysis,Java,Denver,No
718,No,2020-02-01 00:00:00,2020-07-15 00:00:00,F,iDefense- Zaim,Cloud,DC,No
719,Yes,2020-08-01 00:00:00,2020-07-15 00:00:00,F,Avande,ML,Chicago,Yes
720,Yes,2020-08-01 00:00:00,2020-02-15 00:00:00,E,Application Security F/P Analysis,ML,Boston,No
721,No,2020-12-01 00:00:00,2020-11-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Python,DC,No
722,Yes,2020-10-01 00:00:00,2020-05-15 00:00:00,E,Cyber Integration,Java,DC,No
723,Yes,2020-09-01 00:00:00,2020-07-15 00:00:00,B,Cyber Integration,Oracle,Boston,Yes
724,Yes,2020-09-01 00:00:00,2020-04-15 00:00:00,C,AT&T Application Scanning,Cloud,Chicago,Yes
725,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Journey2Cloud,ML,NYC,Yes
726,Yes,2020-12-01 00:00:00,2020-05-15 00:00:00,G,Cyber Integration,Oracle,NYC,Yes
727,Yes,2020-11-01 00:00:00,2020-05-15 00:00:00,D,Chevron Cloud Security,Java,NYC,Yes
728,No,2020-08-01 00:00:00,2020-11-15 00:00:00,F,iDefense- Odin,Java,Boston,Yes
729,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,H,Journey2Cloud,Java,Chicago,No
730,No,2020-01-01 00:00:00,2020-04-15 00:00:00,B,iDefense- Zaim,Oracle,DC,No
731,Yes,2020-01-01 00:00:00,2020-03-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Java,Denver,Yes
732,No,2020-09-01 00:00:00,2020-01-15 00:00:00,G,Cloud Security Enablement Phase 1,Java,Chicago,No
733,No,2020-03-01 00:00:00,2020-05-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Cloud,Denver,Yes
734,No,2020-05-01 00:00:00,2020-07-15 00:00:00,D,Journey2Cloud,ML,Chicago,No
735,Yes,2020-04-01 00:00:00,2020-11-15 00:00:00,F,Application Security F/P Analysis,Cloud,NYC,No
736,No,2020-11-01 00:00:00,2020-04-15 00:00:00,C,Chevron Cloud Security,Java,NYC,No
737,No,2020-12-01 00:00:00,2020-10-15 00:00:00,G,Cyber Integration,Cloud,Chicago,No
738,Yes,2020-11-01 00:00:00,2020-10-15 00:00:00,A,Journey2Cloud,Cloud,Denver,No
739,Yes,2020-05-01 00:00:00,2020-07-15 00:00:00,G,Application Security F/P Analysis,Cloud,Chicago,No
740,No,2020-12-01 00:00:00,2020-07-15 00:00:00,E,Chevron Cloud Security,Python,Boston,No
741,Yes,2020-07-01 00:00:00,2020-02-15 00:00:00,D,iDefense- Odin,Python,DC,No
742,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,E,iDefense- Zaim,Oracle,DC,Yes
743,No,2020-12-01 00:00:00,2020-08-15 00:00:00,H,Chevron Cloud Security,Java,DC,Yes
744,No,2020-06-01 00:00:00,2020-01-15 00:00:00,A,Cyber Integration,Java,DC,Yes
745,No,2020-02-01 00:00:00,2020-03-15 00:00:00,A,iDefense- Zaim,Oracle,Chicago,Yes
746,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,B,AT&T Application Scanning,Python,Chicago,No
747,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,A,Cyber Integration,Python,Chicago,No
748,No,2020-01-01 00:00:00,2020-03-15 00:00:00,A,Journey2Cloud,Python,Boston,No
749,No,2020-01-01 00:00:00,2020-04-15 00:00:00,E,Avande,ML,NYC,Yes
750,No,2020-06-01 00:00:00,2020-04-15 00:00:00,H,Application Security F/P Analysis,Python,Chicago,No
751,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,D,Application Security F/P Analysis,Oracle,Chicago,Yes
752,No,2020-12-01 00:00:00,2020-08-15 00:00:00,D,Journey2Cloud,Oracle,NYC,Yes
753,No,2020-08-01 00:00:00,2020-05-15 00:00:00,C,Chevron Cloud Security,Java,Chicago,Yes
754,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,C,AT&T Application Scanning,Python,NYC,No
755,Yes,2020-10-01 00:00:00,2020-02-15 00:00:00,D,AT&T Application Scanning,Oracle,Chicago,No
756,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,H,iDefense- Zaim,Python,NYC,No
757,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,A,AT&T Application Scanning,ML,Boston,No
758,No,2020-11-01 00:00:00,2020-08-15 00:00:00,C,Avande,Cloud,Denver,Yes
759,No,2020-12-01 00:00:00,2020-01-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,Yes
760,No,2020-04-01 00:00:00,2020-10-15 00:00:00,B,iDefense- Zaim,Java,Boston,No
761,No,2020-09-01 00:00:00,2020-06-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Oracle,Boston,Yes
762,No,2020-08-01 00:00:00,2020-05-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Cloud,Boston,No
763,No,2020-12-01 00:00:00,2020-03-15 00:00:00,A,Cloud Security Enablement Phase 1,ML,Boston,No
764,Yes,2020-09-01 00:00:00,2020-01-15 00:00:00,C,Application Security F/P Analysis,Java,DC,Yes
765,No,2020-02-01 00:00:00,2020-10-15 00:00:00,G,Chevron Cloud Security,ML,Denver,No
766,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,G,Application Security F/P Analysis,ML,Denver,No
767,No,2020-10-01 00:00:00,2020-01-15 00:00:00,D,Cloud Security Enablement Phase 1,ML,Denver,No
768,No,2020-05-01 00:00:00,2020-01-15 00:00:00,A,Chevron Cloud Security,Java,Denver,No
769,No,2020-05-01 00:00:00,2020-01-15 00:00:00,C,Cyber Integration,Python,Chicago,Yes
770,Yes,2020-08-01 00:00:00,2020-05-15 00:00:00,D,AT&T Application Scanning,ML,Boston,No
771,Yes,2020-12-01 00:00:00,2020-03-15 00:00:00,E,iDefense- Odin,ML,Denver,No
772,Yes,2020-09-01 00:00:00,2020-06-15 00:00:00,B,Avande,Java,Denver,No
773,No,2020-12-01 00:00:00,2020-08-15 00:00:00,C,iDefense- Zaim,Java,DC,Yes
774,No,2020-06-01 00:00:00,2020-09-15 00:00:00,G,Cloud Security Enablement Phase 1,Python,Chicago,Yes
775,No,2020-06-01 00:00:00,2020-07-15 00:00:00,D,AT&T Application Scanning,ML,Chicago,No
776,Yes,2020-02-01 00:00:00,2020-05-15 00:00:00,B,Cloud Security Enablement Phase 1,Oracle,Chicago,No
777,Yes,2020-03-01 00:00:00,2020-05-15 00:00:00,C,Journey2Cloud,ML,DC,Yes
778,No,2020-11-01 00:00:00,2020-01-15 00:00:00,G,Journey2Cloud,ML,DC,Yes
779,Yes,2020-03-01 00:00:00,2020-08-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Cloud,Denver,No
780,No,2020-01-01 00:00:00,2020-01-15 00:00:00,D,Cyber Integration,Cloud,DC,Yes
781,No,2020-08-01 00:00:00,2020-05-15 00:00:00,C,Avande,Cloud,Chicago,No
782,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Application Security F/P Analysis,Cloud,Denver,Yes
783,Yes,2020-01-01 00:00:00,2020-11-15 00:00:00,A,Avande,ML,NYC,Yes
784,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Java,DC,Yes
785,No,2020-05-01 00:00:00,2020-05-15 00:00:00,G,Cloud Security Enablement Phase 1,Oracle,NYC,No
786,Yes,2020-04-01 00:00:00,2020-11-15 00:00:00,F,AT&T Application Scanning,Java,Denver,Yes
787,Yes,2020-02-01 00:00:00,2020-04-15 00:00:00,E,iDefense- Odin,Oracle,Denver,No
788,No,2020-04-01 00:00:00,2020-07-15 00:00:00,H,AT&T Application Scanning,Python,Denver,Yes
789,No,2020-01-01 00:00:00,2020-12-15 00:00:00,B,Chevron Cloud Security,Cloud,DC,No
790,No,2020-07-01 00:00:00,2020-11-15 00:00:00,A,iDefense- Odin,ML,Denver,Yes
791,Yes,2020-08-01 00:00:00,2020-01-15 00:00:00,B,iDefense- Odin,Python,Boston,Yes
792,No,2020-11-01 00:00:00,2020-02-15 00:00:00,G,Cyber Integration,ML,Chicago,No
793,No,2020-12-01 00:00:00,2020-12-15 00:00:00,H,iDefense- Odin,Java,Denver,No
794,No,2020-10-01 00:00:00,2020-05-15 00:00:00,F,Cloud Security Enablement Phase 1,Python,Boston,Yes
795,No,2020-05-01 00:00:00,2020-02-15 00:00:00,H,Application Security F/P Analysis,Python,NYC,No
796,No,2020-11-01 00:00:00,2020-03-15 00:00:00,F,iDefense- Zaim,ML,Denver,No
797,No,2020-05-01 00:00:00,2020-07-15 00:00:00,D,iDefense- Zaim,ML,NYC,Yes
798,Yes,2020-12-01 00:00:00,2020-09-15 00:00:00,G,iDefense- Odin,Cloud,Chicago,No
799,No,2020-05-01 00:00:00,2020-12-15 00:00:00,A,Cyber Integration,ML,Denver,Yes
800,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,A,Avande,Python,DC,No
801,No,2020-10-01 00:00:00,2020-01-15 00:00:00,G,iDefense- Odin,Oracle,DC,Yes
802,Yes,2020-02-01 00:00:00,2020-06-15 00:00:00,H,Journey2Cloud,Oracle,Chicago,Yes
803,No,2020-04-01 00:00:00,2020-10-15 00:00:00,B,iDefense- Zaim,Java,NYC,Yes
804,Yes,2020-07-01 00:00:00,2020-04-15 00:00:00,A,iDefense- Zaim,Oracle,Chicago,Yes
805,Yes,2020-06-01 00:00:00,2020-02-15 00:00:00,C,Chevron Cloud Security,Cloud,Chicago,Yes
806,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,D,iDefense- Zaim,ML,Chicago,Yes
807,Yes,2020-04-01 00:00:00,2020-02-15 00:00:00,E,Avande,Python,Boston,No
808,No,2020-01-01 00:00:00,2020-07-15 00:00:00,D,Cloud Security Enablement Phase 1,Python,Boston,No
809,No,2020-02-01 00:00:00,2020-11-15 00:00:00,C,Journey2Cloud,Cloud,DC,No
810,Yes,2020-08-01 00:00:00,2020-01-15 00:00:00,H,AT&T Application Scanning,ML,Denver,No
811,No,2020-01-01 00:00:00,2020-09-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Cloud,Boston,Yes
812,No,2020-08-01 00:00:00,2020-04-15 00:00:00,A,AT&T Application Scanning,Oracle,DC,Yes
813,No,2020-06-01 00:00:00,2020-08-15 00:00:00,G,iDefense- Odin,Oracle,NYC,Yes
814,No,2020-02-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Zaim,Java,Boston,No
815,No,2020-11-01 00:00:00,2020-03-15 00:00:00,B,Journey2Cloud,ML,Boston,No
816,No,2020-03-01 00:00:00,2020-10-15 00:00:00,C,Chevron Cloud Security,ML,Boston,No
817,No,2020-01-01 00:00:00,2020-10-15 00:00:00,B,Application Security F/P Analysis,ML,DC,No
818,No,2020-01-01 00:00:00,2020-07-15 00:00:00,A,Chevron Cloud Security,Cloud,Boston,No
819,Yes,2020-10-01 00:00:00,2020-01-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Cloud,NYC,Yes
820,Yes,2020-11-01 00:00:00,2020-03-15 00:00:00,D,Cyber Integration,ML,Chicago,No
821,Yes,2020-03-01 00:00:00,2020-10-15 00:00:00,A,Chevron Cloud Security,Python,Denver,No
822,No,2020-07-01 00:00:00,2020-12-15 00:00:00,D,Journey2Cloud,Python,Chicago,No
823,No,2020-10-01 00:00:00,2020-08-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Oracle,DC,No
824,Yes,2020-05-01 00:00:00,2020-01-15 00:00:00,B,AT&T Application Scanning,Oracle,Boston,No
825,No,2020-11-01 00:00:00,2020-04-15 00:00:00,H,Application Security F/P Analysis,Java,Chicago,No
826,No,2020-02-01 00:00:00,2020-10-15 00:00:00,H,Cloud Security Enablement Phase 1,Oracle,DC,Yes
827,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,G,Application Security F/P Analysis,Oracle,DC,No
828,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),ML,NYC,Yes
829,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,F,iDefense- Zaim,Java,Chicago,No
830,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,A,Journey2Cloud,Java,Denver,Yes
831,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,B,iDefense- Zaim,Python,NYC,No
832,No,2020-12-01 00:00:00,2020-02-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Python,Denver,No
833,Yes,2020-02-01 00:00:00,2020-08-15 00:00:00,F,iDefense- Zaim,Oracle,Chicago,Yes
834,Yes,2020-02-01 00:00:00,2020-04-15 00:00:00,G,Journey2Cloud,Python,NYC,Yes
835,Yes,2020-02-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Odin,Python,NYC,Yes
836,Yes,2020-07-01 00:00:00,2020-11-15 00:00:00,C,AT&T Application Scanning,Oracle,Denver,No
837,Yes,2020-07-01 00:00:00,2020-03-15 00:00:00,B,iDefense- Zaim,ML,Chicago,No
838,No,2020-06-01 00:00:00,2020-09-15 00:00:00,H,iDefense- Zaim,Java,Chicago,No
839,Yes,2020-01-01 00:00:00,2020-11-15 00:00:00,F,AT&T Application Scanning,Java,NYC,No
840,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,No
841,No,2020-05-01 00:00:00,2020-08-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Oracle,Chicago,No
842,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Odin,Cloud,Boston,Yes
843,No,2020-02-01 00:00:00,2020-08-15 00:00:00,F,Journey2Cloud,Oracle,Denver,No
844,Yes,2020-01-01 00:00:00,2020-07-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Python,DC,No
845,No,2020-07-01 00:00:00,2020-04-15 00:00:00,G,iDefense- Zaim,ML,Denver,No
846,Yes,2020-06-01 00:00:00,2020-05-15 00:00:00,F,Chevron Cloud Security,ML,DC,No
847,No,2020-08-01 00:00:00,2020-05-15 00:00:00,A,Application Security F/P Analysis,Cloud,Chicago,No
848,No,2020-05-01 00:00:00,2020-07-15 00:00:00,F,Cloud Security Enablement Phase 1,Java,Denver,No
849,No,2020-03-01 00:00:00,2020-04-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),ML,Denver,No
850,No,2020-06-01 00:00:00,2020-11-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Cloud,DC,Yes
851,No,2020-11-01 00:00:00,2020-01-15 00:00:00,F,Cyber Integration,Cloud,DC,No
852,Yes,2020-10-01 00:00:00,2020-07-15 00:00:00,C,Cyber Integration,Python,Denver,No
853,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,A,iDefense- Odin,Python,Denver,No
854,No,2020-12-01 00:00:00,2020-09-15 00:00:00,B,Cyber Integration,Java,Chicago,No
855,Yes,2020-10-01 00:00:00,2020-09-15 00:00:00,E,iDefense- Odin,Python,Denver,Yes
856,No,2020-12-01 00:00:00,2020-04-15 00:00:00,C,Application Security F/P Analysis,ML,Denver,No
857,Yes,2020-08-01 00:00:00,2020-11-15 00:00:00,E,Application Security F/P Analysis,ML,Chicago,No
858,No,2020-05-01 00:00:00,2020-01-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Cloud,NYC,Yes
859,No,2020-07-01 00:00:00,2020-01-15 00:00:00,B,Journey2Cloud,Java,DC,Yes
860,Yes,2020-05-01 00:00:00,2020-03-15 00:00:00,H,Application Security F/P Analysis,Java,NYC,Yes
861,Yes,2020-01-01 00:00:00,2020-03-15 00:00:00,E,iDefense- Zaim,Python,Chicago,Yes
862,No,2020-03-01 00:00:00,2020-02-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Cloud,Boston,No
863,Yes,2020-04-01 00:00:00,2020-06-15 00:00:00,G,Avande,ML,DC,Yes
864,No,2020-04-01 00:00:00,2020-01-15 00:00:00,D,AT&T Application Scanning,ML,Boston,No
865,Yes,2020-10-01 00:00:00,2020-02-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Java,DC,Yes
866,No,2020-11-01 00:00:00,2020-02-15 00:00:00,E,Cloud Security Enablement Phase 1,Python,Chicago,Yes
867,No,2020-06-01 00:00:00,2020-09-15 00:00:00,H,Journey2Cloud,Cloud,DC,No
868,Yes,2020-12-01 00:00:00,2020-09-15 00:00:00,B,Chevron Cloud Security,Java,Boston,No
869,No,2020-01-01 00:00:00,2020-11-15 00:00:00,A,Cloud Security Enablement Phase 1,Java,DC,No
870,Yes,2020-08-01 00:00:00,2020-04-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Java,Denver,No
871,No,2020-01-01 00:00:00,2020-03-15 00:00:00,G,AT&T Application Scanning,ML,Denver,Yes
872,No,2020-01-01 00:00:00,2020-05-15 00:00:00,F,Cyber Integration,ML,NYC,Yes
873,No,2020-10-01 00:00:00,2020-02-15 00:00:00,E,Cyber Integration,Oracle,Denver,Yes
874,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Cyber Integration,ML,Chicago,No
875,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,E,iDefense- Odin,Python,DC,Yes
876,No,2020-01-01 00:00:00,2020-05-15 00:00:00,D,Cloud Security Enablement Phase 1,Java,NYC,No
877,Yes,2020-05-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Odin,Java,NYC,No
878,No,2020-04-01 00:00:00,2020-12-15 00:00:00,F,Application Security F/P Analysis,Python,NYC,Yes
879,Yes,2020-12-01 00:00:00,2020-04-15 00:00:00,F,Cloud Security Enablement Phase 1,Java,DC,Yes
880,Yes,2020-05-01 00:00:00,2020-02-15 00:00:00,G,AT&T Application Scanning,Java,DC,Yes
881,Yes,2020-12-01 00:00:00,2020-04-15 00:00:00,C,Journey2Cloud,Python,Chicago,Yes
882,No,2020-03-01 00:00:00,2020-07-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Java,Denver,No
883,No,2020-03-01 00:00:00,2020-04-15 00:00:00,F,iDefense- Odin,Cloud,DC,No
884,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,A,Chevron Cloud Security,Cloud,NYC,Yes
885,Yes,2020-02-01 00:00:00,2020-10-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Java,NYC,No
886,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,C,Cloud Security Enablement Phase 1,Python,DC,Yes
887,No,2020-07-01 00:00:00,2020-06-15 00:00:00,B,Cyber Integration,Java,Denver,No
888,Yes,2020-08-01 00:00:00,2020-01-15 00:00:00,B,iDefense- Odin,Oracle,Chicago,No
889,Yes,2020-09-01 00:00:00,2020-06-15 00:00:00,H,Cyber Integration,Oracle,NYC,Yes
890,Yes,2020-01-01 00:00:00,2020-07-15 00:00:00,F,iDefense- Zaim,Python,DC,No
891,Yes,2020-04-01 00:00:00,2020-02-15 00:00:00,D,AT&T Application Scanning,Java,DC,No
892,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,A,iDefense- Odin,Oracle,Denver,Yes
893,Yes,2020-09-01 00:00:00,2020-01-15 00:00:00,B,iDefense- Zaim,Oracle,Denver,Yes
894,No,2020-04-01 00:00:00,2020-06-15 00:00:00,H,Cyber Integration,Java,Chicago,Yes
895,No,2020-07-01 00:00:00,2020-11-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Java,Boston,No
896,No,2020-02-01 00:00:00,2020-02-15 00:00:00,A,Avande,Oracle,NYC,No
897,No,2020-01-01 00:00:00,2020-02-15 00:00:00,D,Cloud Security Enablement Phase 1,Oracle,Boston,Yes
898,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,C,Application Security F/P Analysis,Cloud,NYC,Yes
899,No,2020-01-01 00:00:00,2020-10-15 00:00:00,C,iDefense- Odin,Python,Chicago,No
900,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,F,Cloud Security Enablement Phase 1,ML,NYC,No
901,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Avande,Python,Chicago,Yes
902,No,2020-09-01 00:00:00,2020-08-15 00:00:00,C,Journey2Cloud,Cloud,NYC,No
903,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,E,AT&T Application Scanning,Java,Boston,Yes
904,Yes,2020-08-01 00:00:00,2020-07-15 00:00:00,A,Application Security F/P Analysis,Python,Denver,Yes
905,No,2020-12-01 00:00:00,2020-11-15 00:00:00,H,Journey2Cloud,ML,DC,No
906,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,F,Application Security F/P Analysis,Java,NYC,No
907,Yes,2020-12-01 00:00:00,2020-02-15 00:00:00,D,Application Security F/P Analysis,Python,DC,No
908,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,A,Cloud Security Enablement Phase 1,Java,Boston,Yes
909,Yes,2020-12-01 00:00:00,2020-03-15 00:00:00,C,Journey2Cloud,ML,Chicago,Yes
910,No,2020-08-01 00:00:00,2020-05-15 00:00:00,F,Cyber Integration,Oracle,DC,No
911,No,2020-09-01 00:00:00,2020-06-15 00:00:00,H,iDefense- Zaim,Java,Boston,Yes
912,No,2020-01-01 00:00:00,2020-10-15 00:00:00,F,iDefense- Odin,Cloud,Denver,Yes
913,No,2020-12-01 00:00:00,2020-04-15 00:00:00,A,Avande,Oracle,DC,No
914,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,A,AT&T Application Scanning,Java,NYC,Yes
915,No,2020-10-01 00:00:00,2020-09-15 00:00:00,F,Avande,Java,NYC,No
916,No,2020-12-01 00:00:00,2020-05-15 00:00:00,G,Chevron Cloud Security,ML,NYC,No
917,Yes,2020-11-01 00:00:00,2020-04-15 00:00:00,A,Avande,ML,NYC,No
918,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,E,Journey2Cloud,Cloud,Chicago,No
919,No,2020-03-01 00:00:00,2020-01-15 00:00:00,B,iDefense- Odin,Cloud,NYC,No
920,No,2020-05-01 00:00:00,2020-02-15 00:00:00,G,Journey2Cloud,Java,NYC,Yes
921,No,2020-10-01 00:00:00,2020-05-15 00:00:00,H,iDefense- Zaim,Java,NYC,No
922,No,2020-10-01 00:00:00,2020-01-15 00:00:00,B,AT&T Application Scanning,Java,DC,Yes
923,No,2020-10-01 00:00:00,2020-07-15 00:00:00,D,Journey2Cloud,Oracle,DC,Yes
924,No,2020-09-01 00:00:00,2020-06-15 00:00:00,A,Cloud Security Enablement Phase 1,Java,Denver,Yes
925,Yes,2020-09-01 00:00:00,2020-04-15 00:00:00,E,iDefense- Zaim,Python,Denver,Yes
926,Yes,2020-05-01 00:00:00,2020-02-15 00:00:00,E,Application Security F/P Analysis,Python,Denver,No
927,Yes,2020-06-01 00:00:00,2020-03-15 00:00:00,F,Avande,Python,DC,Yes
928,Yes,2020-06-01 00:00:00,2020-05-15 00:00:00,C,Avande,Oracle,NYC,Yes
929,Yes,2020-05-01 00:00:00,2020-05-15 00:00:00,C,iDefense- Zaim,Cloud,Denver,No
930,No,2020-02-01 00:00:00,2020-07-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Python,Boston,No
931,Yes,2020-10-01 00:00:00,2020-03-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Java,NYC,No
932,No,2020-10-01 00:00:00,2020-05-15 00:00:00,E,Avande,ML,DC,Yes
933,No,2020-04-01 00:00:00,2020-12-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Python,NYC,No
934,Yes,2020-08-01 00:00:00,2020-05-15 00:00:00,C,Avande,Python,DC,Yes
935,Yes,2020-05-01 00:00:00,2020-10-15 00:00:00,C,Application Security F/P Analysis,Cloud,Boston,Yes
936,No,2020-03-01 00:00:00,2020-01-15 00:00:00,C,Application Security F/P Analysis,Oracle,Boston,No
937,Yes,2020-04-01 00:00:00,2020-03-15 00:00:00,F,Cyber Integration,ML,DC,Yes
938,Yes,2020-12-01 00:00:00,2020-05-15 00:00:00,C,AT&T Application Scanning,Java,DC,Yes
939,Yes,2020-03-01 00:00:00,2020-01-15 00:00:00,G,Application Security F/P Analysis,Java,Denver,No
940,No,2020-02-01 00:00:00,2020-06-15 00:00:00,D,Avande,Python,Denver,No
941,Yes,2020-11-01 00:00:00,2020-10-15 00:00:00,G,Chevron Cloud Security,Java,Denver,No
942,No,2020-10-01 00:00:00,2020-02-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Java,NYC,No
943,Yes,2020-03-01 00:00:00,2020-01-15 00:00:00,C,iDefense- Odin,Oracle,NYC,Yes
944,Yes,2020-12-01 00:00:00,2020-08-15 00:00:00,H,Avande,Oracle,NYC,Yes
945,No,2020-04-01 00:00:00,2020-09-15 00:00:00,C,iDefense- Zaim,Python,NYC,No
946,No,2020-04-01 00:00:00,2020-11-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,Chicago,No
947,Yes,2020-02-01 00:00:00,2020-10-15 00:00:00,C,Avande,Java,Boston,No
948,No,2020-09-01 00:00:00,2020-04-15 00:00:00,C,Chevron Cloud Security,Python,Chicago,No
949,No,2020-02-01 00:00:00,2020-06-15 00:00:00,H,Chevron Cloud Security,ML,DC,No
950,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,B,Cyber Integration,Cloud,NYC,Yes
951,No,2020-11-01 00:00:00,2020-07-15 00:00:00,G,AT&T Application Scanning,ML,DC,Yes
952,No,2020-11-01 00:00:00,2020-02-15 00:00:00,B,Cloud Security Enablement Phase 1,Cloud,Chicago,No
953,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,H,Cyber Integration,Java,DC,Yes
954,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,F,Cyber Integration,ML,NYC,Yes
955,No,2020-09-01 00:00:00,2020-10-15 00:00:00,E,Chevron Cloud Security,ML,DC,Yes
956,No,2020-07-01 00:00:00,2020-02-15 00:00:00,F,Journey2Cloud,ML,DC,No
957,No,2020-09-01 00:00:00,2020-08-15 00:00:00,H,Avande,ML,Chicago,Yes
958,Yes,2020-01-01 00:00:00,2020-03-15 00:00:00,E,AT&T Application Scanning,ML,Chicago,No
959,Yes,2020-05-01 00:00:00,2020-09-15 00:00:00,E,AT&T Application Scanning,Java,NYC,Yes
960,No,2020-02-01 00:00:00,2020-04-15 00:00:00,H,Chevron Cloud Security,Python,Boston,No
961,No,2020-11-01 00:00:00,2020-01-15 00:00:00,E,Journey2Cloud,Oracle,Chicago,No
962,No,2020-04-01 00:00:00,2020-05-15 00:00:00,C,Avande,Java,Chicago,Yes
963,Yes,2020-02-01 00:00:00,2020-01-15 00:00:00,D,Avande,Python,NYC,Yes
964,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,H,Cyber Integration,ML,NYC,No
