UID,Service,Talent Segment,Role,Level,Skills,Certs,Coming Available,Market Unit,Local Office
244,Operations,Finance,Cloud Security Senior Analyst,1,ML,AWS SA,2020-04-01 00:00:00,South,DC
245,Operations,Finance,Consulting Development Senior Analyst,1,Oracle,CISSP,2020-04-01 00:00:00,West,Denver
246,Technology,Human Resources,Cloud Security Analyst,6,ML,CAP,2020-09-01 00:00:00,Northeast,Denver
247,Strategy & Consulting,Human Resources,Consulting Development Senior Analyst,7,ML,IBD DSPC,2020-09-01 00:00:00,Midwest,Boston
248,Technology,Strategy,Cloud Security Analyst,8,Cloud,AWS SA,2020-05-01 00:00:00,West,DC
249,Strategy & Consulting,Business,Security Consulting Analyst,1,ML,AWS SA,2020-11-01 00:00:00,Midwest,NYC
250,Operations,Security,Cloud Security Analyst,2,Oracle,CISSP,2020-03-01 00:00:00,Midwest,Boston
251,Strategy & Consulting,Business,Consulting Development Senior Analyst,1,Python,CISSP,2020-01-01 00:00:00,Northeast,Boston
252,Interactive,Human Resources,Cloud Security Senior Analyst,3,ML,CAP,2020-12-01 00:00:00,Midwest,Denver
253,Technology,Engineering,Cloud Security Senior Analyst,2,ML,AWS SA,2020-01-01 00:00:00,South,Boston
254,Strategy & Consulting,Finance,Consulting Development Senior Analyst,7,ML,IBD DSPC,2020-07-01 00:00:00,South,DC
255,Strategy & Consulting,Design,Consulting Development Analyst,3,ML,CISSP,2020-09-01 00:00:00,Northeast,Chicago
256,Technology,Finance,Security Consulting Senior Analyst,4,Oracle,CISSP,2020-10-01 00:00:00,Midwest,DC
257,Operations,Design,Security Consulting Analyst,7,ML,CISSP,2020-04-01 00:00:00,West,Boston
258,Technology,Account Leadership,Cloud Security Senior Analyst,2,Cloud,AWS SA,2020-09-01 00:00:00,Midwest,NYC
259,Technology,Human Resources,Cloud Security Analyst,1,Python,AWS SA,2020-01-01 00:00:00,Northeast,Boston
260,Operations,IT Operations,Cloud Security Analyst,11,Oracle,CISSP,2020-06-01 00:00:00,Midwest,NYC
261,Technology,Consulting,Cloud Security Analyst,9,Java,CISSP,2020-11-01 00:00:00,South,DC
262,Interactive,Human Resources,Consulting Development Senior Analyst,10,Java,CAP,2020-06-01 00:00:00,Northeast,Boston
263,Technology,Finance,Security Consulting Analyst,9,Python,IBD DSPC,2020-07-01 00:00:00,Northeast,Chicago
264,Technology,Account Leadership,Cloud Security Analyst,7,Oracle,IBD DSPC,2020-04-01 00:00:00,South,NYC
265,Interactive,Design,Security Consulting Analyst,11,Java,IBD DSPC,2020-09-01 00:00:00,West,Boston
266,Technology,Strategy,Cloud Security Analyst,7,Java,CISSP,2020-04-01 00:00:00,South,DC
267,Strategy & Consulting,Security,Consulting Development Analyst,2,ML,CAP,2020-05-01 00:00:00,South,NYC
268,Strategy & Consulting,Business,Consulting Development Analyst,3,Java,AWS SA,2020-10-01 00:00:00,Northeast,Chicago
269,Strategy & Consulting,Strategy,Cloud Security Analyst,2,Java,CAP,2020-02-01 00:00:00,South,Boston
270,Strategy & Consulting,Finance,Consulting Development Senior Analyst,11,Oracle,CISSP,2020-12-01 00:00:00,West,Boston
271,Operations,Engineering,Consulting Development Analyst,11,Python,CISSP,2020-06-01 00:00:00,Northeast,NYC
272,Interactive,Security,Consulting Development Senior Analyst,11,Cloud,AWS SA,2020-05-01 00:00:00,South,Chicago
273,Technology,Human Resources,Cloud Security Analyst,2,Java,AWS SA,2020-07-01 00:00:00,West,Boston
274,Technology,Human Resources,Security Consulting Analyst,1,Python,IBD DSPC,2020-07-01 00:00:00,Northeast,Boston
275,Strategy & Consulting,Design,Security Consulting Analyst,11,ML,CAP,2020-08-01 00:00:00,Northeast,DC
276,Technology,Business,Consulting Development Analyst,4,Cloud,AWS SA,2020-02-01 00:00:00,West,NYC
277,Operations,Engineering,Security Consulting Senior Analyst,9,Java,CISSP,2020-07-01 00:00:00,West,DC
278,Operations,Human Resources,Security Consulting Senior Analyst,8,Cloud,CISSP,2020-07-01 00:00:00,Northeast,Denver
279,Technology,Human Resources,Security Consulting Analyst,4,Java,CAP,2020-03-01 00:00:00,West,Chicago
280,Interactive,IT Operations,Cloud Security Analyst,3,Python,CISSP,2020-01-01 00:00:00,South,Chicago
281,Technology,Human Resources,Security Consulting Senior Analyst,9,ML,CISSP,2020-11-01 00:00:00,Northeast,Chicago
282,Technology,Finance,Cloud Security Analyst,11,ML,AWS SA,2020-04-01 00:00:00,West,NYC
283,Technology,Security,Consulting Development Senior Analyst,7,ML,IBD DSPC,2020-06-01 00:00:00,Midwest,DC
284,Operations,Engineering,Consulting Development Analyst,7,ML,CISSP,2020-04-01 00:00:00,West,DC
285,Strategy & Consulting,Legal,Consulting Development Senior Analyst,2,ML,AWS SA,2020-02-01 00:00:00,Midwest,Denver
286,Strategy & Consulting,Human Resources,Consulting Development Analyst,9,Cloud,CISSP,2020-09-01 00:00:00,West,NYC
287,Technology,IT Operations,Security Consulting Senior Analyst,11,ML,AWS SA,2020-05-01 00:00:00,South,Chicago
288,Strategy & Consulting,Engineering,Consulting Development Analyst,4,Cloud,CISSP,2020-02-01 00:00:00,Northeast,DC
289,Strategy & Consulting,Engineering,Consulting Development Senior Analyst,7,Cloud,AWS SA,2020-02-01 00:00:00,Midwest,Chicago
290,Interactive,Consulting,Cloud Security Senior Analyst,10,Oracle,CISSP,2020-03-01 00:00:00,Midwest,DC
291,Interactive,IT Operations,Consulting Development Senior Analyst,6,Python,IBD DSPC,2020-05-01 00:00:00,West,Denver
292,Technology,Engineering,Cloud Security Analyst,4,Cloud,AWS SA,2020-05-01 00:00:00,South,NYC
293,Strategy & Consulting,Finance,Cloud Security Analyst,4,Oracle,AWS SA,2020-06-01 00:00:00,South,DC
294,Technology,Engineering,Security Consulting Senior Analyst,11,ML,AWS SA,2020-05-01 00:00:00,Midwest,NYC
295,Interactive,Account Leadership,Consulting Development Senior Analyst,4,Python,IBD DSPC,2020-01-01 00:00:00,Northeast,Chicago
296,Strategy & Consulting,Business,Cloud Security Senior Analyst,8,Python,CISSP,2020-01-01 00:00:00,South,DC
297,Strategy & Consulting,Human Resources,Cloud Security Analyst,10,Oracle,CISSP,2020-04-01 00:00:00,Northeast,DC
298,Strategy & Consulting,Strategy,Cloud Security Senior Analyst,4,Oracle,IBD DSPC,2020-07-01 00:00:00,Northeast,DC
299,Operations,Business,Cloud Security Analyst,7,Java,CAP,2020-03-01 00:00:00,Northeast,Boston
300,Strategy & Consulting,IT Operations,Cloud Security Analyst,8,Python,AWS SA,2020-03-01 00:00:00,West,Denver
301,Interactive,Strategy,Consulting Development Analyst,7,Python,CAP,2020-10-01 00:00:00,Northeast,DC
302,Strategy & Consulting,Finance,Security Consulting Analyst,5,ML,IBD DSPC,2020-11-01 00:00:00,West,Denver
303,Strategy & Consulting,Consulting,Cloud Security Senior Analyst,3,Oracle,IBD DSPC,2020-03-01 00:00:00,Northeast,Denver
304,Operations,Security,Security Consulting Senior Analyst,8,ML,AWS SA,2020-07-01 00:00:00,West,DC
305,Operations,Strategy,Consulting Development Senior Analyst,11,Oracle,CISSP,2020-08-01 00:00:00,South,Denver
306,Interactive,Legal,Cloud Security Analyst,4,ML,IBD DSPC,2020-11-01 00:00:00,Northeast,Boston
307,Interactive,Engineering,Security Consulting Analyst,10,Java,CISSP,2020-08-01 00:00:00,Northeast,DC
308,Strategy & Consulting,Finance,Security Consulting Analyst,11,Cloud,CISSP,2020-04-01 00:00:00,West,Denver
309,Interactive,Engineering,Consulting Development Senior Analyst,1,Oracle,IBD DSPC,2020-04-01 00:00:00,South,Boston
310,Operations,Engineering,Security Consulting Analyst,7,Oracle,CISSP,2020-10-01 00:00:00,South,DC
311,Interactive,Human Resources,Security Consulting Senior Analyst,1,Java,CISSP,2020-07-01 00:00:00,West,NYC
312,Technology,Design,Security Consulting Senior Analyst,10,Cloud,CISSP,2020-02-01 00:00:00,Midwest,DC
313,Strategy & Consulting,Engineering,Consulting Development Analyst,9,Java,AWS SA,2020-08-01 00:00:00,South,Boston
314,Strategy & Consulting,Engineering,Consulting Development Analyst,9,Cloud,IBD DSPC,2020-05-01 00:00:00,South,Denver
315,Strategy & Consulting,Design,Consulting Development Senior Analyst,8,Java,CISSP,2020-10-01 00:00:00,Northeast,NYC
316,Operations,Design,Consulting Development Senior Analyst,9,Java,AWS SA,2020-07-01 00:00:00,South,Boston
317,Interactive,Legal,Cloud Security Analyst,10,Cloud,IBD DSPC,2020-02-01 00:00:00,West,DC
318,Strategy & Consulting,IT Operations,Consulting Development Senior Analyst,10,ML,CAP,2020-09-01 00:00:00,West,Chicago
319,Operations,IT Operations,Cloud Security Senior Analyst,7,Oracle,CISSP,2020-09-01 00:00:00,Midwest,Denver
320,Strategy & Consulting,Consulting,Consulting Development Senior Analyst,2,ML,IBD DSPC,2020-12-01 00:00:00,Northeast,NYC
321,Technology,Business,Consulting Development Analyst,5,Oracle,CISSP,2020-04-01 00:00:00,Midwest,Chicago
322,Strategy & Consulting,Strategy,Consulting Development Senior Analyst,3,Python,IBD DSPC,2020-04-01 00:00:00,Northeast,Chicago
323,Strategy & Consulting,Finance,Security Consulting Senior Analyst,7,Cloud,CISSP,2020-12-01 00:00:00,South,Boston
324,Technology,IT Operations,Cloud Security Senior Analyst,5,Oracle,AWS SA,2020-07-01 00:00:00,Northeast,Chicago
325,Operations,Engineering,Cloud Security Senior Analyst,9,Cloud,AWS SA,2020-04-01 00:00:00,Northeast,Chicago
326,Strategy & Consulting,IT Operations,Cloud Security Analyst,10,Oracle,CISSP,2020-12-01 00:00:00,West,DC
327,Technology,Legal,Cloud Security Senior Analyst,4,Cloud,IBD DSPC,2020-03-01 00:00:00,West,NYC
328,Operations,Design,Security Consulting Analyst,8,Python,CAP,2020-03-01 00:00:00,Northeast,Boston
329,Technology,Security,Security Consulting Analyst,9,ML,CAP,2020-05-01 00:00:00,Northeast,DC
330,Technology,Legal,Cloud Security Analyst,9,Cloud,AWS SA,2020-03-01 00:00:00,South,DC
331,Technology,Consulting,Cloud Security Senior Analyst,6,Oracle,CAP,2020-03-01 00:00:00,South,DC
332,Interactive,Design,Security Consulting Senior Analyst,8,Python,AWS SA,2020-02-01 00:00:00,Northeast,DC
333,Interactive,Engineering,Consulting Development Senior Analyst,9,Cloud,IBD DSPC,2020-12-01 00:00:00,Midwest,Chicago
334,Strategy & Consulting,Strategy,Security Consulting Analyst,6,Java,CAP,2020-10-01 00:00:00,West,Denver
335,Technology,Legal,Security Consulting Senior Analyst,3,Java,CISSP,2020-11-01 00:00:00,South,NYC
336,Interactive,Business,Consulting Development Senior Analyst,2,ML,CAP,2020-12-01 00:00:00,South,DC
337,Interactive,Legal,Cloud Security Analyst,9,Java,AWS SA,2020-10-01 00:00:00,Midwest,Boston
338,Operations,Legal,Security Consulting Analyst,4,ML,AWS SA,2020-02-01 00:00:00,South,Chicago
339,Strategy & Consulting,Legal,Security Consulting Senior Analyst,8,Oracle,IBD DSPC,2020-10-01 00:00:00,Midwest,DC
340,Operations,Legal,Security Consulting Analyst,9,ML,CAP,2020-10-01 00:00:00,Midwest,NYC
341,Technology,IT Operations,Cloud Security Analyst,10,Java,IBD DSPC,2020-02-01 00:00:00,West,NYC
342,Strategy & Consulting,Engineering,Security Consulting Senior Analyst,2,Oracle,CAP,2020-12-01 00:00:00,Northeast,DC
343,Interactive,Strategy,Cloud Security Senior Analyst,3,Cloud,AWS SA,2020-01-01 00:00:00,Northeast,Denver
344,Strategy & Consulting,Account Leadership,Consulting Development Analyst,11,ML,CISSP,2020-02-01 00:00:00,South,DC
345,Interactive,IT Operations,Cloud Security Senior Analyst,7,Java,CISSP,2020-08-01 00:00:00,Northeast,NYC
346,Technology,Account Leadership,Security Consulting Senior Analyst,3,Java,AWS SA,2020-09-01 00:00:00,South,NYC
347,Interactive,Security,Cloud Security Senior Analyst,9,Oracle,CISSP,2020-09-01 00:00:00,South,Denver
348,Technology,Security,Security Consulting Senior Analyst,2,ML,AWS SA,2020-07-01 00:00:00,West,Chicago
349,Operations,Finance,Consulting Development Senior Analyst,4,Cloud,IBD DSPC,2020-09-01 00:00:00,South,NYC
350,Operations,Human Resources,Cloud Security Analyst,7,Java,CAP,2020-11-01 00:00:00,Midwest,Denver
351,Technology,Consulting,Cloud Security Analyst,3,Java,IBD DSPC,2020-06-01 00:00:00,Northeast,Chicago
352,Operations,IT Operations,Security Consulting Analyst,4,Python,CISSP,2020-08-01 00:00:00,South,Boston
353,Interactive,Account Leadership,Consulting Development Analyst,5,Python,CAP,2020-03-01 00:00:00,South,DC
354,Operations,Design,Security Consulting Analyst,10,ML,IBD DSPC,2020-12-01 00:00:00,South,NYC
355,Interactive,Design,Security Consulting Analyst,7,Python,AWS SA,2020-08-01 00:00:00,West,Chicago
356,Strategy & Consulting,Design,Cloud Security Senior Analyst,5,Oracle,AWS SA,2020-11-01 00:00:00,West,Boston
357,Strategy & Consulting,Consulting,Cloud Security Senior Analyst,11,ML,CAP,2020-11-01 00:00:00,Northeast,NYC
358,Interactive,Human Resources,Consulting Development Senior Analyst,6,Python,IBD DSPC,2020-08-01 00:00:00,West,DC
359,Strategy & Consulting,Business,Security Consulting Senior Analyst,1,Oracle,AWS SA,2020-04-01 00:00:00,Midwest,DC
360,Interactive,Finance,Cloud Security Senior Analyst,10,Cloud,CISSP,2020-12-01 00:00:00,Midwest,DC
361,Interactive,Finance,Consulting Development Senior Analyst,8,Cloud,IBD DSPC,2020-01-01 00:00:00,Midwest,Denver
362,Strategy & Consulting,Engineering,Cloud Security Analyst,1,ML,IBD DSPC,2020-11-01 00:00:00,West,DC
363,Strategy & Consulting,Consulting,Cloud Security Senior Analyst,9,ML,CAP,2020-04-01 00:00:00,Midwest,Boston
364,Strategy & Consulting,Security,Cloud Security Senior Analyst,11,Cloud,CAP,2020-03-01 00:00:00,West,DC
365,Technology,Consulting,Cloud Security Senior Analyst,9,Python,CISSP,2020-07-01 00:00:00,South,NYC
366,Strategy & Consulting,Finance,Cloud Security Senior Analyst,10,Python,CISSP,2020-05-01 00:00:00,Midwest,DC
367,Strategy & Consulting,Consulting,Security Consulting Senior Analyst,3,Python,IBD DSPC,2020-04-01 00:00:00,Northeast,Denver
368,Interactive,Legal,Cloud Security Analyst,6,ML,CAP,2020-03-01 00:00:00,West,Chicago
369,Technology,Finance,Consulting Development Analyst,3,ML,AWS SA,2020-01-01 00:00:00,Midwest,Boston
370,Operations,Consulting,Consulting Development Senior Analyst,8,Oracle,CAP,2020-11-01 00:00:00,West,Boston
371,Operations,Account Leadership,Cloud Security Analyst,4,Cloud,CAP,2020-08-01 00:00:00,West,Boston
372,Operations,Legal,Security Consulting Analyst,2,ML,AWS SA,2020-03-01 00:00:00,Midwest,NYC
373,Interactive,IT Operations,Consulting Development Analyst,10,Oracle,AWS SA,2020-09-01 00:00:00,South,Denver
374,Operations,Engineering,Cloud Security Analyst,7,ML,CAP,2020-06-01 00:00:00,West,Denver
375,Technology,Consulting,Security Consulting Senior Analyst,11,Cloud,IBD DSPC,2020-04-01 00:00:00,Northeast,Boston
376,Interactive,Strategy,Consulting Development Senior Analyst,7,Oracle,IBD DSPC,2020-08-01 00:00:00,West,Boston
377,Technology,Design,Cloud Security Senior Analyst,4,Cloud,CAP,2020-06-01 00:00:00,South,Denver
378,Strategy & Consulting,Human Resources,Security Consulting Senior Analyst,1,Oracle,IBD DSPC,2020-06-01 00:00:00,Midwest,NYC
379,Strategy & Consulting,Consulting,Security Consulting Senior Analyst,1,ML,AWS SA,2020-05-01 00:00:00,Midwest,Denver
380,Technology,Consulting,Security Consulting Analyst,6,Python,CAP,2020-05-01 00:00:00,West,Chicago
381,Operations,IT Operations,Consulting Development Analyst,4,Cloud,IBD DSPC,2020-04-01 00:00:00,Midwest,NYC
382,Strategy & Consulting,Account Leadership,Cloud Security Senior Analyst,6,ML,IBD DSPC,2020-03-01 00:00:00,Midwest,DC
383,Strategy & Consulting,Human Resources,Cloud Security Senior Analyst,9,Python,AWS SA,2020-04-01 00:00:00,Midwest,Boston
384,Technology,Account Leadership,Cloud Security Senior Analyst,4,Oracle,IBD DSPC,2020-01-01 00:00:00,Midwest,Chicago
385,Strategy & Consulting,Security,Security Consulting Analyst,7,Java,AWS SA,2020-05-01 00:00:00,South,NYC
386,Operations,Security,Security Consulting Senior Analyst,6,ML,CAP,2020-08-01 00:00:00,West,Chicago
387,Interactive,Design,Consulting Development Senior Analyst,4,Java,AWS SA,2020-11-01 00:00:00,Northeast,Chicago
388,Technology,IT Operations,Consulting Development Senior Analyst,9,ML,IBD DSPC,2020-08-01 00:00:00,Midwest,DC
389,Strategy & Consulting,IT Operations,Consulting Development Senior Analyst,10,Cloud,CISSP,2020-08-01 00:00:00,Northeast,Boston
390,Strategy & Consulting,Account Leadership,Consulting Development Analyst,8,Java,IBD DSPC,2020-04-01 00:00:00,Northeast,Boston
391,Interactive,Business,Cloud Security Senior Analyst,10,ML,CISSP,2020-03-01 00:00:00,Midwest,Chicago
392,Technology,Finance,Cloud Security Analyst,5,Python,CAP,2020-06-01 00:00:00,Midwest,Denver
393,Interactive,Engineering,Security Consulting Analyst,2,ML,CISSP,2020-03-01 00:00:00,West,NYC
394,Strategy & Consulting,Finance,Security Consulting Senior Analyst,9,Java,CISSP,2020-01-01 00:00:00,Northeast,DC
395,Interactive,Strategy,Consulting Development Analyst,2,Oracle,AWS SA,2020-11-01 00:00:00,West,Boston
396,Technology,Business,Cloud Security Analyst,6,ML,AWS SA,2020-06-01 00:00:00,West,NYC
397,Technology,Security,Security Consulting Senior Analyst,2,ML,IBD DSPC,2020-01-01 00:00:00,South,NYC
398,Interactive,Consulting,Security Consulting Senior Analyst,10,Cloud,IBD DSPC,2020-04-01 00:00:00,Northeast,NYC
399,Technology,Strategy,Consulting Development Senior Analyst,2,Cloud,CISSP,2020-11-01 00:00:00,South,NYC
400,Technology,Design,Security Consulting Senior Analyst,8,Cloud,IBD DSPC,2020-08-01 00:00:00,South,NYC
401,Technology,Human Resources,Consulting Development Senior Analyst,4,ML,CISSP,2020-06-01 00:00:00,Northeast,Boston
402,Strategy & Consulting,Security,Security Consulting Senior Analyst,2,ML,CISSP,2020-11-01 00:00:00,Northeast,DC
403,Technology,Design,Consulting Development Analyst,3,Python,IBD DSPC,2020-04-01 00:00:00,South,Chicago
404,Technology,Legal,Consulting Development Analyst,7,Cloud,CAP,2020-10-01 00:00:00,Northeast,DC
405,Interactive,Consulting,Security Consulting Analyst,2,Oracle,CISSP,2020-12-01 00:00:00,South,DC
406,Interactive,Human Resources,Security Consulting Senior Analyst,3,Cloud,CAP,2020-11-01 00:00:00,Midwest,Boston
407,Operations,Consulting,Cloud Security Analyst,11,ML,CISSP,2020-09-01 00:00:00,Midwest,Denver
408,Strategy & Consulting,Security,Cloud Security Senior Analyst,7,Python,CISSP,2020-08-01 00:00:00,South,DC
409,Operations,Human Resources,Consulting Development Senior Analyst,3,Cloud,CISSP,2020-09-01 00:00:00,South,DC
410,Technology,Business,Consulting Development Senior Analyst,5,ML,AWS SA,2020-10-01 00:00:00,West,Chicago
411,Strategy & Consulting,Consulting,Consulting Development Analyst,9,Oracle,CISSP,2020-10-01 00:00:00,South,Boston
412,Strategy & Consulting,Human Resources,Consulting Development Analyst,10,ML,CISSP,2020-01-01 00:00:00,South,Boston
413,Strategy & Consulting,Design,Security Consulting Senior Analyst,7,Java,AWS SA,2020-06-01 00:00:00,South,Denver
414,Technology,Design,Security Consulting Senior Analyst,11,Cloud,IBD DSPC,2020-12-01 00:00:00,Midwest,Boston
415,Technology,Legal,Cloud Security Senior Analyst,11,ML,IBD DSPC,2020-02-01 00:00:00,Midwest,Chicago
416,Operations,Account Leadership,Consulting Development Analyst,4,Oracle,AWS SA,2020-01-01 00:00:00,West,DC
417,Interactive,Design,Security Consulting Senior Analyst,3,ML,CISSP,2020-03-01 00:00:00,South,Boston
418,Interactive,Design,Cloud Security Analyst,11,Cloud,CISSP,2020-03-01 00:00:00,South,Chicago
419,Interactive,IT Operations,Consulting Development Senior Analyst,10,ML,AWS SA,2020-07-01 00:00:00,Midwest,Denver
420,Interactive,Finance,Consulting Development Analyst,11,Java,IBD DSPC,2020-06-01 00:00:00,West,Boston
421,Strategy & Consulting,Strategy,Cloud Security Analyst,2,Oracle,AWS SA,2020-02-01 00:00:00,Northeast,NYC
422,Strategy & Consulting,Strategy,Cloud Security Analyst,10,Oracle,CISSP,2020-01-01 00:00:00,Northeast,Chicago
423,Interactive,Business,Security Consulting Senior Analyst,8,Python,IBD DSPC,2020-06-01 00:00:00,Midwest,Denver
424,Technology,Business,Consulting Development Analyst,4,Java,CAP,2020-07-01 00:00:00,West,NYC
425,Strategy & Consulting,Legal,Consulting Development Senior Analyst,5,Cloud,IBD DSPC,2020-06-01 00:00:00,West,DC
426,Operations,Strategy,Consulting Development Analyst,11,Java,CISSP,2020-04-01 00:00:00,South,DC
427,Interactive,IT Operations,Consulting Development Senior Analyst,2,Oracle,CISSP,2020-09-01 00:00:00,South,DC
428,Operations,Consulting,Security Consulting Analyst,3,Cloud,CAP,2020-10-01 00:00:00,Midwest,Chicago
429,Technology,Business,Cloud Security Analyst,4,Oracle,AWS SA,2020-12-01 00:00:00,Northeast,Boston
430,Technology,Design,Cloud Security Analyst,3,Cloud,IBD DSPC,2020-06-01 00:00:00,West,Chicago
431,Technology,Security,Consulting Development Analyst,1,Java,CAP,2020-08-01 00:00:00,South,Denver
432,Operations,Security,Consulting Development Analyst,3,Java,CISSP,2020-02-01 00:00:00,Northeast,Boston
433,Strategy & Consulting,Engineering,Security Consulting Analyst,5,ML,AWS SA,2020-02-01 00:00:00,Midwest,Chicago
434,Operations,Business,Cloud Security Analyst,6,Oracle,AWS SA,2020-03-01 00:00:00,South,NYC
435,Technology,Consulting,Security Consulting Analyst,6,Python,CISSP,2020-09-01 00:00:00,South,NYC
436,Operations,Legal,Cloud Security Senior Analyst,1,Cloud,AWS SA,2020-11-01 00:00:00,Northeast,NYC
437,Strategy & Consulting,Legal,Security Consulting Senior Analyst,11,Oracle,CISSP,2020-11-01 00:00:00,Northeast,NYC
438,Technology,Security,Security Consulting Senior Analyst,10,Java,AWS SA,2020-05-01 00:00:00,West,NYC
439,Technology,Account Leadership,Security Consulting Analyst,1,Python,AWS SA,2020-12-01 00:00:00,Northeast,DC
440,Interactive,IT Operations,Consulting Development Senior Analyst,8,Cloud,CAP,2020-06-01 00:00:00,Northeast,Denver
441,Operations,Human Resources,Security Consulting Senior Analyst,3,ML,CISSP,2020-09-01 00:00:00,Northeast,DC
442,Strategy & Consulting,Strategy,Security Consulting Senior Analyst,8,ML,CISSP,2020-08-01 00:00:00,Midwest,Boston
443,Operations,Strategy,Cloud Security Analyst,9,ML,CAP,2020-03-01 00:00:00,West,DC
444,Technology,Business,Consulting Development Senior Analyst,7,Java,CAP,2020-01-01 00:00:00,Northeast,NYC
445,Interactive,Finance,Cloud Security Senior Analyst,7,ML,CISSP,2020-09-01 00:00:00,Northeast,Boston
446,Technology,Finance,Cloud Security Senior Analyst,6,Oracle,IBD DSPC,2020-04-01 00:00:00,West,Denver
447,Interactive,Strategy,Consulting Development Analyst,9,Cloud,IBD DSPC,2020-04-01 00:00:00,South,NYC
448,Strategy & Consulting,Human Resources,Security Consulting Analyst,5,ML,IBD DSPC,2020-05-01 00:00:00,Midwest,Boston
449,Interactive,Consulting,Consulting Development Senior Analyst,1,Oracle,IBD DSPC,2020-05-01 00:00:00,Midwest,DC
450,Strategy & Consulting,Legal,Cloud Security Analyst,7,Oracle,IBD DSPC,2020-02-01 00:00:00,South,NYC
451,Technology,Design,Consulting Development Senior Analyst,1,Java,CAP,2020-06-01 00:00:00,West,Denver
452,Operations,Finance,Cloud Security Analyst,3,ML,CISSP,2020-02-01 00:00:00,Midwest,Denver
453,Interactive,Finance,Cloud Security Analyst,9,Oracle,CISSP,2020-10-01 00:00:00,Northeast,Boston
454,Interactive,Human Resources,Cloud Security Senior Analyst,6,Oracle,AWS SA,2020-05-01 00:00:00,Northeast,DC
455,Technology,Account Leadership,Consulting Development Senior Analyst,1,Java,CISSP,2020-04-01 00:00:00,West,DC
456,Operations,Security,Cloud Security Analyst,10,Python,AWS SA,2020-06-01 00:00:00,Midwest,Chicago
457,Technology,Strategy,Cloud Security Senior Analyst,10,Java,IBD DSPC,2020-08-01 00:00:00,Northeast,Chicago
458,Interactive,Security,Consulting Development Analyst,5,Cloud,IBD DSPC,2020-06-01 00:00:00,West,NYC
459,Operations,Account Leadership,Security Consulting Analyst,3,Java,AWS SA,2020-10-01 00:00:00,West,Boston
460,Technology,Finance,Security Consulting Analyst,4,Cloud,CISSP,2020-04-01 00:00:00,Northeast,DC
461,Operations,Human Resources,Cloud Security Analyst,10,Java,CAP,2020-04-01 00:00:00,West,Boston
462,Technology,Legal,Consulting Development Analyst,5,Oracle,IBD DSPC,2020-12-01 00:00:00,Midwest,DC
463,Operations,Account Leadership,Cloud Security Senior Analyst,7,ML,AWS SA,2020-12-01 00:00:00,West,NYC
464,Interactive,Legal,Security Consulting Senior Analyst,7,Java,AWS SA,2020-04-01 00:00:00,Northeast,Denver
465,Technology,IT Operations,Security Consulting Senior Analyst,10,Cloud,AWS SA,2020-04-01 00:00:00,West,NYC
466,Technology,Design,Cloud Security Analyst,6,Python,CISSP,2020-12-01 00:00:00,Midwest,Denver
467,Strategy & Consulting,Consulting,Security Consulting Senior Analyst,2,Cloud,IBD DSPC,2020-11-01 00:00:00,Northeast,DC
468,Operations,Business,Security Consulting Senior Analyst,2,Oracle,AWS SA,2020-01-01 00:00:00,South,NYC
469,Operations,Strategy,Security Consulting Senior Analyst,8,Python,AWS SA,2020-12-01 00:00:00,South,Boston
470,Technology,Business,Cloud Security Senior Analyst,10,Oracle,CAP,2020-01-01 00:00:00,Midwest,Denver
471,Strategy & Consulting,Legal,Security Consulting Analyst,5,ML,AWS SA,2020-06-01 00:00:00,Midwest,Denver
472,Strategy & Consulting,Consulting,Cloud Security Senior Analyst,9,Java,CISSP,2020-09-01 00:00:00,West,Boston
473,Operations,Design,Security Consulting Analyst,11,Oracle,AWS SA,2020-05-01 00:00:00,Northeast,Chicago
474,Interactive,Consulting,Cloud Security Senior Analyst,3,Oracle,AWS SA,2020-09-01 00:00:00,Northeast,DC
475,Strategy & Consulting,Design,Security Consulting Analyst,11,Oracle,IBD DSPC,2020-08-01 00:00:00,West,Boston
476,Technology,Security,Security Consulting Analyst,4,Java,CAP,2020-04-01 00:00:00,Midwest,Boston
477,Technology,Strategy,Security Consulting Analyst,11,Python,AWS SA,2020-04-01 00:00:00,South,Chicago
478,Strategy & Consulting,Engineering,Cloud Security Senior Analyst,2,Cloud,CISSP,2020-07-01 00:00:00,South,Chicago
479,Operations,Strategy,Security Consulting Analyst,7,Java,CAP,2020-08-01 00:00:00,South,Boston
480,Technology,Security,Security Consulting Analyst,7,Oracle,AWS SA,2020-08-01 00:00:00,West,Denver
481,Operations,Engineering,Cloud Security Senior Analyst,8,Java,IBD DSPC,2020-09-01 00:00:00,South,Denver
482,Interactive,Business,Consulting Development Analyst,5,ML,CAP,2020-10-01 00:00:00,West,NYC
483,Strategy & Consulting,Legal,Cloud Security Analyst,1,Python,CAP,2020-05-01 00:00:00,Midwest,Chicago
484,Technology,Security,Cloud Security Analyst,7,Java,CAP,2020-04-01 00:00:00,South,Denver
485,Interactive,Legal,Cloud Security Senior Analyst,2,Oracle,AWS SA,2020-12-01 00:00:00,South,NYC
486,Operations,IT Operations,Security Consulting Senior Analyst,8,Oracle,CISSP,2020-12-01 00:00:00,Midwest,Denver
487,Strategy & Consulting,Account Leadership,Cloud Security Senior Analyst,8,Java,CISSP,2020-06-01 00:00:00,South,Boston
